"","X","Tweet.Id","Text","Name","Screen.Name","Created.At","Favorites","Retweets","Language","Client","Tweet.Type","Media.Type","URLs","Hashtags","Mentions"
"2203","2203","1038086544769380353","@davidehrlich Copy that!","AADowd","AADowd","Fri Sep 07 15:28:13 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2204","2204","1038086978670084097","@iowhawk No, though he's been good in other stuff.","AADowd","AADowd","Fri Sep 07 15:29:57 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2205","2205","1038159171634397185","@cg_mann Nah.","AADowd","AADowd","Fri Sep 07 20:16:49 +0000 2018","0","0","Undetermined","Twitter for Android","Reply","","0","0",1
"2206","2206","1038159777002606593","Just watched the new Michael Moore and the new Frederick Wiseman back to back. Needless to say, a study in extreme contrast. #TIFF18","AADowd","AADowd","Fri Sep 07 20:19:13 +0000 2018","19","0","English","Twitter for Android","Tweet","","0","1",0
"2207","2207","1038160672096276480","Main takeaway on FAHRENHEIT 11/9 is that Moore isn't doing anything here that all of us aren't doing every single day: processing lots of information, pitting our pessimism about the future against our cautious hope. #TIFF18","AADowd","AADowd","Fri Sep 07 20:22:46 +0000 2018","5","0","English","Twitter for Android","Reply","","0","1",0
"2208","2208","1038161013969842176","@nickallen_redux Sadly, no.","AADowd","AADowd","Fri Sep 07 20:24:08 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2209","2209","1038192543295594496","Petzold's TRANSIT is basically Cognitive Dissonance: The Movie. A maddening, ambitious, maybe brilliant refugee allegory. I wish I could read a BFI book on it right now. #TIFF18","AADowd","AADowd","Fri Sep 07 22:29:25 +0000 2018","25","0","English","Twitter for Android","Tweet","","0","1",0
"2210","2210","1038194457945026560","@certified_ed I'm a hedger. I hedge.","AADowd","AADowd","Fri Sep 07 22:37:02 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2211","2211","1038205589569056768","""Shut out of the new Peter Strickland"" is not a sentence I ever expected to type, but here we are. Glad people are interested. His last one was terrific. #TIFF18","AADowd","AADowd","Fri Sep 07 23:21:16 +0000 2018","14","0","English","Twitter for Android","Tweet","","0","1",0
"2212","2212","1038205736722079744","@tunicagoiaba I will probably catch it here.","AADowd","AADowd","Fri Sep 07 23:21:51 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2213","2213","1038206017958543360","@tomwbreen It did, but I accept it as one of the film's various disorientation techniques. In a good way, I think.","AADowd","AADowd","Fri Sep 07 23:22:58 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2214","2214","1038206182807298057","@lawrencengarcia I'll probably find another way to see it here.","AADowd","AADowd","Fri Sep 07 23:23:37 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2215","2215","1038206715249008640","@WhoFog But I don't always find being confused unpleasant or even a chore. It can be thrilling, in fact.","AADowd","AADowd","Fri Sep 07 23:25:44 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2216","2216","1038232647519088641","@Brian_Tallerico Resist that urge, my dude.","AADowd","AADowd","Sat Sep 08 01:08:47 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2217","2217","1038235908661817344","@davidehrlich And are you having the steak or the lobster with your private screening, your majesty?","AADowd","AADowd","Sat Sep 08 01:21:44 +0000 2018","36","1","English","Twitter for Android","Reply","","0","0",1
"2218","2218","1038248137641603074","@WhoFog @Brian_Tallerico Of course. I knew the minute I saw DARKEST HOUR that Gary Oldman was going to win the Oscar.","AADowd","AADowd","Sat Sep 08 02:10:20 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",2
"2219","2219","1038282657648586752","Caught up with SHOPLIFTERS after dumbly missing it at Cannes. Definitely one of Koreeda's best‚§"humane as hell, but also tougher and truer than much of his recent work. My heart belongs to BURNING, but this is a fine Palme d'Or choice. #TIFF18","AADowd","AADowd","Sat Sep 08 04:27:30 +0000 2018","64","6","English","Twitter Web Client","Tweet","","0","1",0
"2220","2220","1038283772758814720","@GetOffMyLawn53 Ha, thank you, it's been a journey","AADowd","AADowd","Sat Sep 08 04:31:56 +0000 2018","1","0","English","Twitter Web Client","Reply","","0","0",1
"2221","2221","1038297002973511681","@michaelbmurph AFTER LIFE.","AADowd","AADowd","Sat Sep 08 05:24:30 +0000 2018","1","0","English","Twitter Web Client","Reply","","0","0",1
"2222","2222","1038410315505913856","I have long wondered if Republicans root against movie heroes who overthrow an unjust social order.  

It seems I have my answer. https://t.co/DxxcZYBp9w","AADowd","AADowd","Sat Sep 08 12:54:46 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",0
"2223","2223","1038412691461656576","Saturday is apparently my Oscar season day at #TIFF18, as I'm seeing A STAR IS BORN, THE FRONT RUNNER, and the two BOY movies. Oh, and also a midnight of Oscar dark horse candidate HALLOWEEN, of course.","AADowd","AADowd","Sat Sep 08 13:04:13 +0000 2018","33","1","English","Twitter for Android","Tweet","","0","1",0
"2224","2224","1038415220006215680","@Books_Not_Wooks I liked that a lot.","AADowd","AADowd","Sat Sep 08 13:14:15 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2225","2225","1038418933605265408","@Books_Not_Wooks My theory is that they had no idea what to do with it.","AADowd","AADowd","Sat Sep 08 13:29:01 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2226","2226","1038419213512105984","@lawrencengarcia BROOKLYN is good, Lawrence.","AADowd","AADowd","Sat Sep 08 13:30:08 +0000 2018","2","0","English","Twitter for Android","Reply","","0","0",1
"2227","2227","1038489817095368705","Skipped BOY ERASED to get all of you this THE PREDATOR review. Some seem to think this movie sucks. I think it's pretty fun. https://t.co/cWCdM8HKBG","AADowd","AADowd","Sat Sep 08 18:10:41 +0000 2018","23","4","English","Twitter Web Client","Tweet","","1","0",0
"2228","2228","1038490293283090433","Here, also, are my first impressions on David Lowery's THE OLD MAN &amp; THE GUN. https://t.co/VWP4kw3Wkw","AADowd","AADowd","Sat Sep 08 18:12:34 +0000 2018","3","0","English","Twitter Web Client","Tweet","","1","0",0
"2229","2229","1038493166461022208","There's lots to admire about BEAUTIFUL BOY, a perceptive addiction drama about the cycles of recovery and relapse. I do wish it was quieter in the direction department; the wall-to-wall music smothers the movie and its performances a little. #TIFF18","AADowd","AADowd","Sat Sep 08 18:23:59 +0000 2018","17","0","English","Twitter Web Client","Tweet","","0","1",0
"2230","2230","1038513383023239169","@alexm247 I tried so hard to work this joke into the review, but I could never make it fit. Kill your darlings.","AADowd","AADowd","Sat Sep 08 19:44:19 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2231","2231","1038592881592868864","There is one tremendous, chill-inducing scene in Bradley Cooper's A STAR IS BORN. Otherwise, I was quite taken with the rise-to-fame half of this movie, less so with the rest. Gaga is as good as you've likely heard. #TIFF18","AADowd","AADowd","Sun Sep 09 01:00:13 +0000 2018","130","13","English","Twitter for Android","Tweet","","0","1",0
"2232","2232","1038597246588215296","Also, can music movies chill with this whole ""pop = soulless crap, singer-songwriter rock = real artistry"" nonsense? As if Lorde and Beyonce don't crush that false dichotomy on a bad day.","AADowd","AADowd","Sun Sep 09 01:17:34 +0000 2018","194","16","English","Twitter for Android","Reply","","0","0",0
"2233","2233","1038615780504608768","@gemko This was basically my reaction. Really thought it was doing something more urgent and interesting. Obviously still worthwhile, but I morn the movie the first act promises.","AADowd","AADowd","Sun Sep 09 02:31:13 +0000 2018","2","0","English","Twitter for Android","Reply","","0","0",1
"2234","2234","1038615827656990720","@gemko *mourn","AADowd","AADowd","Sun Sep 09 02:31:24 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2235","2235","1038617230760665093","Could not connect with Jason Reitman's THE FRONT RUNNER, which reduces the Gary Hart scandal to talking points and turns its characters into mouthpieces, working out the themes aloud when not delivery bootleg Sorkinese. #TIFF18","AADowd","AADowd","Sun Sep 09 02:36:59 +0000 2018","21","2","English","Twitter for Android","Tweet","","0","1",0
"2236","2236","1038617899114668033","*delivering. Damn, I need a good night's sleep.","AADowd","AADowd","Sun Sep 09 02:39:38 +0000 2018","4","1","English","Twitter for Android","Reply","","0","0",0
"2237","2237","1038621851105341446","Why are all of you seeing LIFE ITSELF??","AADowd","AADowd","Sun Sep 09 02:55:20 +0000 2018","22","1","English","Twitter for Android","Tweet","","0","0",0
"2238","2238","1038621977425178625","@fauxbeatpoet Wow.","AADowd","AADowd","Sun Sep 09 02:55:50 +0000 2018","0","0","Undetermined","Twitter for Android","Reply","","0","0",1
"2239","2239","1038629204894642177","Seated for David Gordon Green's HALLOWEEN, which better contain a scene of Michael Myers doing a funky dance. #TIFF18","AADowd","AADowd","Sun Sep 09 03:24:33 +0000 2018","31","0","English","Twitter for Android","Tweet","","0","1",0
"2240","2240","1038662026653061122","Buzzkill warning: After months of hype, David Gordon Green's HALLOWEEN is just another lame HALLOWEEN sequel, adding almost nothing except comic relief to undercut the scares. I much prefer H20. #TIFF18","AADowd","AADowd","Sun Sep 09 05:34:59 +0000 2018","44","7","English","Twitter for Android","Tweet","","0","1",0
"2241","2241","1038662988062961664","@JacobReznik The score is great. Best thing about it.","AADowd","AADowd","Sun Sep 09 05:38:48 +0000 2018","5","0","English","Twitter for Android","Reply","","0","0",1
"2242","2242","1038759714220208129","My day four at #TIFF18: Steve McQueen's WIDOWS, Damien Chazelle's FIRST MAN, and Laszlo Nemes' SUNSET.","AADowd","AADowd","Sun Sep 09 12:03:09 +0000 2018","24","0","English","Twitter for Android","Tweet","","0","1",0
"2243","2243","1038765892702691328","@kernetcetera Sadly no.","AADowd","AADowd","Sun Sep 09 12:27:42 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2244","2244","1038806120477978624","WIDOWS is a crackerjack, very satisfying mainstream swerve for Steve McQueen, with some light shades of Michael Mann and a great cast. #TIFF18","AADowd","AADowd","Sun Sep 09 15:07:33 +0000 2018","72","9","English","Twitter for Android","Tweet","","0","1",0
"2245","2245","1038812704218271745","@Plumberduck No, no, that's the awesome thing, though! Have you looked afterwards? If you jump over the side, you'll often seem them webbed to buildings. Not kidding.","AADowd","AADowd","Sun Sep 09 15:33:43 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2246","2246","1038890429784064000","@AdubYa210 @halloweenmovie Cool dude.","AADowd","AADowd","Sun Sep 09 20:42:34 +0000 2018","3","0","English","Twitter for Android","Reply","","0","0",2
"2247","2247","1038893171416096769","Not surprising that the director of WHIPLASH would see in the Neil Armstrong story another study of punishing pursuit. More on the almost perversely distant and interior FIRST MAN soon. (I liked it a lot.) #TIFF18","AADowd","AADowd","Sun Sep 09 20:53:28 +0000 2018","50","2","English","Twitter for Android","Tweet","","0","1",0
"2248","2248","1038894680488865792","Happy to report I'm now seeing HIGH LIFE tonight, too. It's a spacey Sunday at #TIFF18","AADowd","AADowd","Sun Sep 09 20:59:28 +0000 2018","35","0","English","Twitter for Android","Tweet","","0","1",0
"2249","2249","1038904326184480769","@Sparta @vishnevetsky It is on indefinite hiatus, sadly.","AADowd","AADowd","Sun Sep 09 21:37:47 +0000 2018","0","0","English","Twitter Web Client","Reply","","0","0",2
"2250","2250","1040026559674048512","Late to the #TIFF18 review party on this one, but here are some thoughts on Bradley Cooper's A STAR IS BORN and its one transcendent scene. https://t.co/j85h1oJY5e","AADowd","AADowd","Wed Sep 12 23:57:09 +0000 2018","10","0","English","Twitter Web Client","Tweet","","1","1",0
"2251","2251","1040033549414326272","@intothecrevasse Don't be the inverse of the creepy airplane matchmaker stalkers, Chuck. Let them loudly fight in public in peace.","AADowd","AADowd","Thu Sep 13 00:24:55 +0000 2018","2","0","English","Twitter for Android","Reply","","0","0",1
"2252","2252","1040034630680829952","@Brian_Tallerico One of these years, you're gonna let Toronto begin and end in Toronto.","AADowd","AADowd","Thu Sep 13 00:29:13 +0000 2018","3","0","English","Twitter for Android","Reply","","0","0",1
"2253","2253","1040038951673716737","Seated for my final film of #TIFF18: Jeremy Saulnier's HOLD THE DARK. Loved his last two, so this is an exciting way to end a great year for the fest.","AADowd","AADowd","Thu Sep 13 00:46:23 +0000 2018","53","0","English","Twitter for Android","Tweet","","0","1",0
"2254","2254","1040073694893072384","@eohanley The hell??","AADowd","AADowd","Thu Sep 13 03:04:27 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2255","2255","1040080894789177344","Sadly, can't say that I loved HOLD THE DARK. It's slow to go and its nihilism is vague and a little tedious. That said, the violence is often terrifying, this being a Saulnier movie and all. #TIFF18","AADowd","AADowd","Thu Sep 13 03:33:03 +0000 2018","22","1","English","Twitter for Android","Tweet","","0","1",0
"2256","2256","1040228323803246592","Undecided Votes 8

Doug Jones (D-AL)
Joe Donnelly (D-IN)
Heidi Heitkamp (D-ND)
Joe Manchin (D-WV)
Lisa Murkowski (R-AK)
Jeff Flake (R-AZ)
Susan Collins (R-ME)
Claire McCaskill (D-MO)

#BlockBrett","AADowd","AADowd","Thu Sep 13 13:18:53 +0000 2018","0","0","English","Twitter for Android","Retweet","","0","1",0
"2257","2257","1040236057210626048","At 2 in the morning, hundreds of Ted Cruz supporters all woke up to issue the same exact statement on Twitter. Nothing suspicious about this. Nope. These are all just proud, patriotic American citizens, all deep in the heart of Texas. https://t.co/Sp4qWELhT5","AADowd","AADowd","Thu Sep 13 13:49:37 +0000 2018","0","0","English","Twitter for Android","Retweet","Photo","0","0",0
"2258","2258","1040241079130501120","Yep, America's worst human is still president: https://t.co/umkJjfqjse https://t.co/Bl4NGh6GgB","AADowd","AADowd","Thu Sep 13 14:09:34 +0000 2018","0","0","English","Twitter for Android","Retweet","Photo","1","0",0
"2259","2259","1040244830109089792","The President is now telling people not to believe a verified death count, effectively saying that those people never existed. There is no bottom.","AADowd","AADowd","Thu Sep 13 14:24:28 +0000 2018","51","3","English","Twitter for Android","Tweet","","0","0",0
"2260","2260","1040264802344546309","Another Toronto in my rearview. Airport Wi-Fi is a travesty, but expect at least one more #TIFF18 dispatch from your boy sometime today.","AADowd","AADowd","Thu Sep 13 15:43:50 +0000 2018","20","0","English","Twitter for Android","Tweet","","0","1",0
"2261","2261","1040274398584950784","Just a friendly reminder: Congress has declined to pursue any meaningful oversight of what happened in Puerto Rico. Trump is always gonna be Trump (though this is special). GOP leadership didn't have to sit on their hands. They chose to.","AADowd","AADowd","Thu Sep 13 16:21:58 +0000 2018","0","0","English","Twitter for Android","Retweet","","0","0",0
"2262","2262","1040279111451721728","@NoelMu You too, man! We'll have to remedy it in Park City.","AADowd","AADowd","Thu Sep 13 16:40:42 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2263","2263","1040305331241451520","Donald Trump literally just wrote that the death toll in Puerto Rico was made up by the Democrats. He is essentially calling the deaths of real Americans a false flag.

Alex Jones was kicked off Twitter for doing the same thing.

Your move, @jack.","AADowd","AADowd","Thu Sep 13 18:24:53 +0000 2018","0","0","English","Twitter for Android","Retweet","","0","0",1
"2264","2264","1040361194559860737","Thoughts on three of the best films at #TIFF18: WIDOWS, SUNSET, and TRANSIT. https://t.co/H64z8KHk0v","AADowd","AADowd","Thu Sep 13 22:06:52 +0000 2018","14","2","English","Twitter Web Client","Tweet","","1","1",0
"2265","2265","1040361826226237441","Side question: Will SUNSET make it to American theaters before the end of the year? Sony Classics has it down in the 2018 section of their press site, but I've seen no release date.","AADowd","AADowd","Thu Sep 13 22:09:23 +0000 2018","2","0","English","Twitter Web Client","Reply","","0","0",0
"2266","2266","1040367115604303872","@Hugh_Godolphin Unless the rule recently changed, Foreign Language nominees don't have to open in U.S. theaters the same year for which they're nominated; it's why AMARCORD could win in '75, then pick up Director and Screenplay noms in '76, the year it actually opened Stateside.","AADowd","AADowd","Thu Sep 13 22:30:24 +0000 2018","1","0","English","Twitter Web Client","Reply","","0","0",1
"2267","2267","1040603191522541568","@PenzeyMoog Ah, the title of my memoir.","AADowd","AADowd","Fri Sep 14 14:08:28 +0000 2018","3","0","English","Twitter for Android","Reply","","0","0",1
"2268","2268","1040603572445097984","Do you know how evil you have to be for a story to come out that you hate blind people and it‚§Ts not even in the top five worst things about you today https://t.co/iSSBLStmAu","AADowd","AADowd","Fri Sep 14 14:09:59 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",0
"2269","2269","1040615159687995393","@alexm247 So, Underoath then?","AADowd","AADowd","Fri Sep 14 14:56:02 +0000 2018","2","0","English","Twitter for Android","Reply","","0","0",1
"2270","2270","1040632107754840066","FUCK OFF. https://t.co/3WCShEkYfy","AADowd","AADowd","Fri Sep 14 16:03:23 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",0
"2271","2271","1040691836355059717","To close #TIFF18, here's my rundown of the festival's best movies. Now I'm going to go sleep for a year. https://t.co/Xz1KMMxaGw","AADowd","AADowd","Fri Sep 14 20:00:43 +0000 2018","16","4","English","Twitter Web Client","Tweet","","1","1",0
"2272","2272","1040693195502440448","@davidehrlich I did. I liked it. Not seeing the masterpiece you fuckboxes are, but I'll definitely be watching it again. (And yeah, let's get a drink in Party City.)","AADowd","AADowd","Fri Sep 14 20:06:07 +0000 2018","2","0","English","Twitter Web Client","Reply","","0","0",1
"2273","2273","1040755046026231813","At @musicboxtheatre tonight for WEST SIDE STORY on 70mm. This festival is a yearly gift to Chicago moviegoers. https://t.co/XAwN8TaApZ","AADowd","AADowd","Sat Sep 15 00:11:53 +0000 2018","78","3","English","Twitter for Android","Tweet","Photo","0","0",1
"2274","2274","1040810472667336705","Once wrote a piece arguing that THE HUSTLER should have beaten WEST SIDE STORY for Best Picture. To which I now say: Nah dude.","AADowd","AADowd","Sat Sep 15 03:52:08 +0000 2018","28","0","English","Twitter for Android","Reply","","0","0",0
"2275","2275","1040811556026691584","@lawrencengarcia I'm a sick fuck that way.","AADowd","AADowd","Sat Sep 15 03:56:26 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2276","2276","1040811718459445249","Fuck it, I'm staying to watch THE THING, too.","AADowd","AADowd","Sat Sep 15 03:57:05 +0000 2018","38","0","English","Twitter for Android","Reply","","0","0",0
"2277","2277","1040812807887970304","@dodgyboffin Pretty hard double feature to turn down, right?","AADowd","AADowd","Sat Sep 15 04:01:25 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2278","2278","1040814218700890117","@lawrencengarcia You have the sickness too.","AADowd","AADowd","Sat Sep 15 04:07:01 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2279","2279","1040818319354474496","@CipollaMatt You're in for a treat.","AADowd","AADowd","Sat Sep 15 04:23:19 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2280","2280","1040819780796788736","My $ is on A STAR IS BORN for the audience award at #TIFF18, though I haven't seen GREEN BOOK, which reliable sources insist is a major threat. Don't count out WIDOWS either.","AADowd","AADowd","Sat Sep 15 04:29:07 +0000 2018","16","1","English","Twitter for Android","Tweet","","0","1",0
"2281","2281","1040821600193585157","@normwilner This thing is gonna be big, isn't it?","AADowd","AADowd","Sat Sep 15 04:36:21 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2282","2282","1040854557302173696","I know we're done with this, but https://t.co/ujOYGjfyHe","AADowd","AADowd","Sat Sep 15 06:47:19 +0000 2018","322","51","English","Twitter for Android","Tweet","Photo","0","0",0
"2283","2283","1041084233576591362","Review roundups of THE PREDATOR have variously characterized my take as ""harsh"" and ""praise,"" and where did y'all go to school where B- means either of those things?","AADowd","AADowd","Sat Sep 15 21:59:58 +0000 2018","62","0","English","Twitter for Android","Tweet","","0","0",0
"2284","2284","1041097237839982594","@shakesbad ...Yes.","AADowd","AADowd","Sat Sep 15 22:51:38 +0000 2018","2","0","Undetermined","Twitter for Android","Reply","","0","0",1
"2285","2285","1041105330082594816","@shakesbad I maintain that it is fun. No higher claims than that.","AADowd","AADowd","Sat Sep 15 23:23:48 +0000 2018","3","0","English","Twitter for Android","Reply","","0","0",1
"2286","2286","1041179984457596928","@melvillmatic You just got back from TIFF. We'll allow a dumb TV show instead.","AADowd","AADowd","Sun Sep 16 04:20:27 +0000 2018","2","0","English","Twitter for Android","Reply","","0","0",1
"2287","2287","1041394430761226241","Okay, so it was GREEN BOOK.","AADowd","AADowd","Sun Sep 16 18:32:35 +0000 2018","3","0","English","Twitter for Android","Reply","","0","0",0
"2288","2288","1041396544493240321","Not disputing the description, necessarily, but how many of those calling MANDY ""metal as fuck"" or whatever have listened to a metal album this year? Cause they should. Metal is great.","AADowd","AADowd","Sun Sep 16 18:40:59 +0000 2018","83","1","English","Twitter for Android","Tweet","","0","0",0
"2289","2289","1041396616467570688","the only way to stop Kavanaugh is to convince GOP senators that they will lose elections if they vote for him.  That's it. All they care about is power. Let's get their phones ringing non-stop.","AADowd","AADowd","Sun Sep 16 18:41:16 +0000 2018","0","0","English","Twitter for Android","Retweet","","0","0",0
"2290","2290","1041410423269011457","@dillamonster My favorites of the year so far have come from Khemmis, Trubulation, The Body, Bosse de Nage, and Zeal &amp; Ardor.","AADowd","AADowd","Sun Sep 16 19:36:08 +0000 2018","6","0","English","Twitter for Android","Reply","","0","0",1
"2291","2291","1041432117517926400","Definitely don't need a Joker origin story movie by Todd Phillips. But I also can't pretend I'm not excited to see Joaquin Phoenix play that role.","AADowd","AADowd","Sun Sep 16 21:02:20 +0000 2018","71","5","English","Twitter for Android","Tweet","","0","0",0
"2292","2292","1041501754230296576","#BrettKavanaugh has lied under oath to the US Senate.

Repeatedly.

It appears that Kavanaugh lied to cover up his role in Karl Rove‚§Ts scheming to politicize judicial nominations‚§"a role that suggests he has never intended to serve as an impartial jurist.
https://t.co/zpkUAvDKgS","AADowd","AADowd","Mon Sep 17 01:39:03 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","1",0
"2293","2293","1041704936931819522","@kphipps3000 @scott_tobias Another criminally low ranking of MONSTER, siiiiigh.","AADowd","AADowd","Mon Sep 17 15:06:25 +0000 2018","10","0","English","Twitter for Android","Reply","","0","0",2
"2294","2294","1041763811521449985","@mallory_andrews When they divorce, *then* you get two Christmases, okay?","AADowd","AADowd","Mon Sep 17 19:00:22 +0000 2018","3","0","English","Twitter Web Client","Reply","","0","0",1
"2295","2295","1041764216947056640","Wow. The 65 women who signed the GOP letter defending Kavanaugh say they didn‚§Tt know what they were signing. 

Upon clarification, ONLY TWO of the women are standing by the statement. 

Republicans have once again lied to the American people.","AADowd","AADowd","Mon Sep 17 19:01:59 +0000 2018","0","0","English","Twitter Web Client","Retweet","","0","0",0
"2296","2296","1041785592537862145","Not gonna lie, I'm kind of dying to see this movie now. Here's @vishnevetsky on what's shaping up to be this year's cause c√©l√,"AADowd","AADowd","Mon Sep 17 20:26:55 +0000 2018","11","2","English","Twitter Web Client","Tweet","","1","0",1
"2297","2297","1041797740819308549","Is the way Ted Levine bites it in FALLEN KINGDOM an intentional homage to SILENCE OF THE LAMBS? Just one scene in that atrociously written movie that I enjoyed.","AADowd","AADowd","Mon Sep 17 21:15:11 +0000 2018","12","0","English","Twitter Web Client","Tweet","","0","0",0
"2298","2298","1041816011023024129","I very much enjoyed @PhilipPullman‚§Ts new book on writing and storytelling. https://t.co/DCXP3CTOv9","AADowd","AADowd","Mon Sep 17 22:27:47 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",1
"2299","2299","1041828917915594752","Women: This is what this crowd thinks of you. https://t.co/6sshrpHNXa","AADowd","AADowd","Mon Sep 17 23:19:04 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",0
"2300","2300","1042080063380967424","I say this in my head all the time, but it's worth saying aloud sometimes, too: When writing reviews and conducting interviews, remember that YOU ARE NOT THE STORY. https://t.co/pxmU0kVtQj","AADowd","AADowd","Tue Sep 18 15:57:02 +0000 2018","19","2","English","Twitter for Android","Tweet","","1","0",0
"2301","2301","1042087402217582597","@rockmarooned This is a worst-of-the-year candidate, isn't it?","AADowd","AADowd","Tue Sep 18 16:26:12 +0000 2018","2","0","English","Twitter Web Client","Reply","","0","0",1
"2302","2302","1042187647706456064","REPUBLICANS: who can be sure about what happened 36 years ago

ALSO REPUBLICANS: when the founding fathers put a comma in this sentence they meant we can have assault rifles","AADowd","AADowd","Tue Sep 18 23:04:32 +0000 2018","0","0","English","Twitter for Android","Retweet","","0","0",0
"2303","2303","1042192383515996160","This went into the works back in mid-summer and I'm glad it's finally here so I can enrage Symphony of the Night fans. Enjoy. 

The best, worst, and weirdest games from Castlevania‚§Ts 30-year history @TheAVClub https://t.co/YGs6lIMOp8","AADowd","AADowd","Tue Sep 18 23:23:21 +0000 2018","0","0","English","Twitter for Android","Retweet","","1","0",1
"2304","2304","1042233959504117761","By reopening the investigation of Vince Foster's suicide Kavanuagh ""tormented the Foster family in the most vicious, cruel, abuse of power I think I've ever seen in 30 years,"" says @PaulBegala: ""If he would do something that horrible, I don't know what he was like in high school"" https://t.co/Nb3FsHWJ8c","AADowd","AADowd","Wed Sep 19 02:08:34 +0000 2018","0","0","English","Twitter for Android","Retweet","Video","0","0",1
"2305","2305","1042237066132766720","@vrizov THE LAST WAVE rules, good choice.","AADowd","AADowd","Wed Sep 19 02:20:55 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2306","2306","1042477766841716736","I reviewed Michael Moore's new movie, which has some strong passages (everything on Flint is great) but also can't really keep up with the national crisis it's chronicling. https://t.co/K22c7Z1zxE","AADowd","AADowd","Wed Sep 19 18:17:22 +0000 2018","5","1","English","Twitter Web Client","Tweet","","1","0",0
"2307","2307","1042487546910056448","@cg_mann Really depends on your mood. They're obviously very different movies, and neither is dramatically better than the other. THE PREDATOR is fun?","AADowd","AADowd","Wed Sep 19 18:56:14 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2308","2308","1042489300145893377","@Kza I'm sorry for the dickcomfort you're going to experience today, and I wish you luck, my dude.","AADowd","AADowd","Wed Sep 19 19:03:12 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2309","2309","1042490149408591873","@Kza I hope it is!","AADowd","AADowd","Wed Sep 19 19:06:34 +0000 2018","1","0","English","Twitter for Android","Reply","","0","0",1
"2310","2310","1042491110386528256","@cg_mann That is being exaggerated imo, though the action isn't great.","AADowd","AADowd","Wed Sep 19 19:10:23 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
"2311","2311","1042494530593976320","@cg_mann Might help to watch the first one.","AADowd","AADowd","Wed Sep 19 19:23:59 +0000 2018","0","0","English","Twitter Web Client","Reply","","0","0",1
"2312","2312","1042496126639894530","I wrote a little about MANDY, the midnight movie of the moment, out of Sundance this year. My thought then was that it was a little too thirsty for its cult following, which it appears to be building by the screening. https://t.co/zPq3VElJNI","AADowd","AADowd","Wed Sep 19 19:30:19 +0000 2018","19","0","English","Twitter Web Client","Tweet","","1","0",0
"2313","2313","1042500223325618176","@cg_mann ¬Ø\_(„f")_/¬Ø","AADowd","AADowd","Wed Sep 19 19:46:36 +0000 2018","0","0","Undetermined","Twitter Web Client","Reply","","0","0",1
"2314","2314","1042546268067782656","GOP Officials: Kavanaugh Shouldn‚§Tt Be Held Accountable For Something He Did As White Teenager https://t.co/dMcUusRxNA https://t.co/7XbBIt44wS","AADowd","AADowd","Wed Sep 19 22:49:34 +0000 2018","0","0","English","Twitter for Android","Retweet","Photo","1","0",0
"2315","2315","1042593775779033089","Missed NONFICTION at TIFF. Will obviously see it eventually, but I'm getting CLOUDS OF SILS MARIA vibes and that's not a compliment in my book.","AADowd","AADowd","Thu Sep 20 01:58:21 +0000 2018","12","0","English","Twitter for Android","Tweet","","0","0",0
"2316","2316","1042595529715331072","@onlysaysficus Bummer.","AADowd","AADowd","Thu Sep 20 02:05:19 +0000 2018","0","0","English","Twitter for Android","Reply","","0","0",1
